qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00005556,C00050491,A047,2025-02-14,87.1,88.9,95.5,86.0,1
Q00005557,C00015253,A015,2025-03-06,81.5,78.4,92.0,94.6,1
Q00005558,C00064417,A060,2025-02-24,76.8,78.8,72.0,76.4,0
Q00005559,C00027802,A026,2025-03-17,77.2,84.0,85.7,91.2,0
Q00005560,C00036402,A034,2025-02-11,76.5,78.5,69.3,64.0,0
Q00005561,C00028780,A027,2025-02-25,81.3,83.9,92.5,84.1,1
Q00005562,C00048375,A045,2025-01-23,92.0,98.5,100.0,92.0,1
Q00005563,C00043931,A040,2025-03-06,88.8,86.5,83.9,91.5,1
Q00005564,C00044866,A041,2025-03-15,78.6,78.9,66.5,77.7,0
Q00005565,C00017296,A017,2025-02-25,88.2,81.0,89.3,81.5,1
Q00005566,C00043065,A039,2025-03-20,72.4,74.9,66.6,72.5,0
Q00005567,C00035563,A033,2025-02-26,79.1,78.9,75.2,70.1,0
Q00005568,C00051230,A048,2025-01-19,84.7,89.5,81.4,91.0,1
Q00005569,C00072924,A068,2025-02-03,88.0,88.1,80.9,96.7,1
Q00005570,C00005955,A006,2025-03-15,89.7,89.6,92.6,98.7,1
Q00005571,C00082155,A075,2025-03-27,92.9,94.6,93.7,88.5,1
Q00005572,C00017248,A017,2025-02-21,95.1,93.8,99.8,87.6,1
Q00005573,C00031493,A029,2025-04-05,72.0,83.7,75.0,77.8,0
Q00005574,C00023866,A023,2025-01-26,81.4,80.3,82.9,88.4,1
Q00005575,C00043231,A039,2025-04-01,82.2,76.8,79.9,76.9,1
Q00005576,C00011276,A011,2025-02-04,96.9,100.0,100.0,94.1,1
Q00005577,C00073151,A068,2025-02-24,96.2,91.3,100.0,100.0,1
Q00005578,C00046393,A043,2025-01-22,80.1,74.8,70.5,79.3,0
Q00005579,C00076527,A071,2025-02-14,94.0,94.5,95.1,94.3,1
Q00005580,C00057167,A053,2025-02-26,90.8,97.0,100.0,90.8,1
Q00005581,C00014410,A014,2025-03-14,87.6,81.4,92.5,80.2,1
Q00005582,C00029643,A028,2025-01-26,72.3,71.1,65.8,62.3,0
Q00005583,C00012540,A012,2025-02-28,89.4,94.4,86.7,99.1,1
Q00005584,C00015303,A015,2025-03-12,91.8,94.7,100.0,100.0,1
Q00005585,C00028532,A027,2025-02-06,89.1,84.9,85.2,94.0,1
Q00005586,C00055540,A052,2025-01-05,96.6,91.6,98.4,100.0,1
Q00005587,C00002868,A003,2025-03-13,85.2,87.3,85.5,91.1,1
Q00005588,C00037559,A035,2025-02-06,95.9,100.0,92.1,92.3,1
Q00005589,C00010078,A010,2025-01-29,89.9,98.1,91.9,84.1,1
Q00005590,C00002494,A003,2025-02-14,76.0,74.7,72.5,80.4,0
Q00005591,C00068868,A064,2025-02-28,87.9,95.1,81.0,81.5,1
Q00005592,C00041429,A038,2025-02-26,97.2,92.5,100.0,94.4,1
Q00005593,C00014650,A015,2025-01-08,83.9,83.9,97.2,77.5,1
Q00005594,C00023126,A022,2025-03-05,88.4,86.3,88.6,88.0,1
Q00005595,C00072031,A067,2025-02-20,80.4,76.5,79.1,87.6,1
Q00005596,C00079159,A073,2025-02-22,99.6,100.0,96.7,99.3,1
Q00005597,C00036852,A034,2025-03-18,79.4,85.6,77.7,67.1,0
Q00005598,C00008915,A009,2025-01-19,76.7,82.0,79.1,82.5,0
Q00005599,C00030096,A028,2025-02-28,83.9,86.7,74.4,79.9,1
Q00005600,C00040418,A037,2025-03-28,79.9,71.7,80.9,99.2,0
Q00005601,C00024220,A023,2025-02-22,90.1,83.5,85.4,76.9,1
Q00005602,C00070373,A066,2025-01-08,80.1,74.0,76.7,79.6,0
Q00005603,C00024778,A023,2025-03-28,88.9,91.8,85.9,90.9,1
Q00005604,C00029232,A027,2025-03-24,89.2,89.7,90.6,100.0,1
Q00005605,C00050656,A047,2025-03-01,77.0,74.7,82.8,69.1,0
Q00005606,C00030403,A028,2025-03-18,89.2,89.9,90.2,86.3,1
Q00005607,C00079518,A073,2025-03-23,64.6,62.7,68.9,73.5,0
Q00005608,C00051822,A048,2025-03-25,88.1,90.7,83.5,82.3,1
Q00005609,C00053934,A050,2025-02-18,89.0,90.4,78.7,82.3,1
Q00005610,C00055440,A051,2025-03-29,90.7,88.6,85.6,88.1,1
Q00005611,C00057319,A053,2025-03-05,85.5,82.8,89.2,94.6,1
Q00005612,C00074102,A069,2025-02-04,92.4,84.9,89.7,89.3,1
Q00005613,C00057524,A053,2025-03-25,81.9,84.4,84.1,75.3,1
Q00005614,C00047232,A043,2025-03-30,96.1,98.2,100.0,85.0,1
Q00005615,C00053668,A050,2025-02-06,90.5,86.7,93.1,91.5,1
Q00005616,C00027032,A026,2025-01-20,51.8,52.0,43.7,55.4,0
Q00005617,C00015341,A015,2025-03-15,90.1,94.8,84.0,78.8,1
Q00005618,C00075481,A070,2025-03-04,90.4,100.0,83.7,80.6,1
Q00005619,C00058055,A054,2025-02-19,83.3,80.8,75.3,78.5,1
Q00005620,C00034051,A032,2025-01-25,77.6,83.5,80.7,78.2,0
Q00005621,C00065028,A061,2025-01-15,98.2,96.7,100.0,92.5,1
Q00005622,C00008064,A008,2025-02-15,71.9,76.5,72.4,69.3,0
Q00005623,C00064546,A060,2025-03-07,85.9,86.8,86.5,91.2,1
Q00005624,C00063248,A059,2025-03-01,88.6,91.6,80.6,84.2,1
Q00005625,C00060281,A056,2025-03-16,73.5,76.9,69.0,68.6,0
Q00005626,C00019502,A019,2025-03-12,95.0,89.2,96.7,89.1,1
Q00005627,C00064466,A060,2025-03-01,93.1,89.5,91.3,84.0,1
Q00005628,C00069476,A065,2025-01-10,93.2,99.4,99.2,100.0,1
Q00005629,C00011528,A011,2025-03-03,76.1,72.2,72.8,69.3,0
Q00005630,C00072135,A067,2025-03-01,72.9,73.8,74.5,59.9,0
Q00005631,C00029519,A028,2025-01-16,89.2,96.5,88.8,99.0,1
Q00005632,C00002010,A003,2025-01-08,82.2,80.6,86.1,82.8,1
Q00005633,C00062333,A058,2025-03-15,85.6,82.3,85.8,96.9,1
Q00005634,C00000721,A001,2025-03-13,94.9,97.0,90.0,100.0,1
Q00005635,C00035605,A033,2025-02-26,87.7,91.1,88.0,89.0,1
Q00005636,C00075694,A070,2025-03-15,87.6,88.6,84.8,82.9,1
Q00005637,C00036311,A034,2025-02-05,81.4,76.5,88.9,78.0,1
Q00005638,C00015352,A015,2025-03-25,90.2,81.9,99.4,80.1,1
Q00005639,C00045777,A042,2025-03-09,88.8,93.4,87.2,81.8,1
Q00005640,C00043568,A040,2025-02-01,68.5,71.1,63.6,62.4,0
Q00005641,C00057784,A054,2025-01-27,87.9,83.7,72.5,88.4,1
Q00005642,C00000950,A001,2025-03-29,84.6,74.9,92.7,77.3,0
Q00005643,C00061516,A058,2025-01-11,81.5,84.5,84.1,83.3,1
Q00005644,C00022148,A021,2025-03-30,93.2,100.0,85.5,100.0,1
Q00005645,C00012048,A012,2025-01-16,93.0,90.8,97.6,94.3,1
Q00005646,C00032337,A030,2025-03-27,78.7,74.0,79.3,67.1,0
Q00005647,C00039099,A036,2025-03-01,76.5,72.7,76.1,80.2,0
Q00005648,C00006990,A007,2025-03-03,81.1,87.0,82.5,90.5,1
Q00005649,C00081551,A075,2025-02-09,82.3,82.1,83.5,78.7,1
Q00005650,C00005346,A006,2025-01-18,75.4,82.0,84.6,70.8,0
Q00005651,C00013956,A014,2025-01-24,72.8,65.3,74.4,64.3,0
Q00005652,C00002389,A003,2025-02-02,81.8,82.0,82.1,85.3,1
Q00005653,C00077525,A072,2025-01-26,90.0,84.4,90.6,93.5,1
Q00005654,C00075522,A070,2025-03-06,90.4,92.8,100.0,91.5,1
Q00005655,C00069231,A064,2025-03-21,88.0,84.1,85.1,83.5,1
Q00005656,C00056991,A053,2025-02-05,79.8,84.5,83.7,81.7,0
Q00005657,C00012489,A012,2025-02-25,83.8,83.3,84.4,86.6,1
Q00005658,C00050492,A047,2025-02-09,79.8,80.0,81.2,75.5,0
Q00005659,C00075814,A070,2025-03-24,74.2,71.9,78.5,72.8,0
Q00005660,C00079463,A073,2025-03-17,83.1,83.3,67.8,75.7,1
Q00005661,C00026744,A025,2025-04-05,87.8,88.1,92.4,79.0,1
Q00005662,C00023374,A022,2025-03-28,88.0,91.2,83.2,75.8,1
Q00005663,C00067703,A063,2025-03-08,91.4,95.3,95.6,89.2,1
Q00005664,C00011498,A011,2025-02-28,90.4,85.8,100.0,85.1,1
Q00005665,C00080999,A074,2025-04-05,87.7,92.8,78.2,80.2,1
Q00005666,C00065089,A061,2025-01-26,80.2,81.1,80.5,75.5,1
Q00005667,C00051705,A048,2025-03-16,76.2,91.8,92.8,75.1,0
Q00005668,C00039965,A037,2025-02-12,84.0,79.1,78.8,67.5,1
Q00005669,C00065535,A061,2025-03-11,90.7,82.0,97.9,96.1,1
Q00005670,C00019724,A019,2025-03-31,96.5,93.4,100.0,97.8,1
Q00005671,C00011979,A012,2025-01-11,88.8,83.6,89.4,83.0,1
Q00005672,C00018344,A018,2025-02-22,86.6,84.9,78.6,92.4,1
Q00005673,C00025077,A024,2025-01-25,88.6,84.1,88.3,95.8,1
Q00005674,C00075863,A070,2025-03-27,94.9,96.4,91.6,95.2,1
Q00005675,C00052194,A049,2025-01-22,100.0,100.0,99.7,100.0,1
Q00005676,C00067530,A063,2025-02-25,90.2,84.2,97.7,94.9,1
Q00005677,C00061369,A057,2025-04-01,80.4,75.3,80.0,79.9,1
Q00005678,C00065607,A061,2025-03-13,90.4,87.8,84.0,96.8,1
Q00005679,C00001995,A003,2025-01-09,73.6,74.8,60.4,83.4,0
Q00005680,C00067923,A063,2025-03-26,76.4,82.7,78.3,62.0,0
Q00005681,C00014793,A015,2025-01-16,78.3,80.1,71.4,84.4,0
Q00005682,C00055483,A051,2025-03-28,87.2,82.7,91.8,84.1,1
Q00005683,C00028516,A027,2025-02-02,98.0,97.2,100.0,86.8,1
Q00005684,C00040626,A038,2025-01-04,87.8,91.5,94.5,81.9,1
Q00005685,C00071314,A066,2025-03-18,89.6,98.8,97.4,86.8,1
Q00005686,C00038041,A035,2025-03-16,73.2,69.0,75.0,88.2,0
Q00005687,C00081543,A075,2025-02-04,85.3,84.9,82.9,76.6,1
Q00005688,C00045468,A042,2025-02-08,86.7,75.6,93.2,73.9,1
Q00005689,C00014882,A015,2025-01-24,81.4,76.2,84.5,65.6,1
Q00005690,C00041904,A038,2025-04-03,92.1,93.2,95.2,91.4,1
Q00005691,C00034428,A032,2025-02-25,82.8,74.6,83.0,93.7,0
Q00005692,C00017874,A018,2025-01-17,85.1,89.4,81.4,79.6,1
Q00005693,C00004913,A005,2025-03-16,89.3,81.9,88.4,89.1,1
Q00005694,C00035276,A033,2025-01-28,81.5,84.7,82.9,86.7,1
Q00005695,C00044992,A041,2025-03-23,77.1,77.4,70.7,89.4,0
Q00005696,C00063901,A060,2025-01-23,83.0,79.7,80.2,75.6,1
Q00005697,C00033434,A031,2025-03-16,88.4,80.1,85.3,94.0,1
Q00005698,C00036040,A034,2025-01-13,92.8,87.3,98.0,100.0,1
Q00005699,C00037802,A035,2025-02-27,75.3,75.7,65.5,64.6,0
Q00005700,C00037795,A035,2025-02-24,91.8,91.3,98.6,100.0,1
Q00005701,C00056178,A052,2025-02-26,100.0,100.0,100.0,90.8,1
Q00005702,C00006692,A007,2025-02-14,87.9,84.6,80.9,84.4,1
Q00005703,C00062194,A058,2025-03-01,83.0,88.5,93.8,77.8,1
Q00005704,C00030075,A028,2025-02-21,86.8,88.0,87.8,93.4,1
Q00005705,C00010814,A010,2025-03-23,86.5,90.3,88.0,95.9,1
Q00005706,C00052828,A049,2025-03-09,75.7,64.2,82.1,64.9,0
Q00005707,C00004250,A005,2025-01-13,79.6,77.9,80.7,62.0,0
Q00005708,C00032368,A030,2025-04-04,90.3,90.4,90.5,82.3,1
Q00005709,C00009898,A010,2025-01-21,99.0,100.0,96.3,84.3,1
Q00005710,C00061381,A057,2025-04-04,89.9,86.6,92.8,99.4,1
Q00005711,C00077158,A071,2025-03-29,78.1,72.9,72.9,87.5,0
Q00005712,C00021599,A021,2025-02-20,80.4,77.8,79.4,73.6,1
Q00005713,C00034181,A032,2025-01-31,82.3,82.4,79.6,90.1,1
Q00005714,C00035531,A033,2025-02-16,94.2,95.1,100.0,92.1,1
Q00005715,C00034638,A032,2025-03-12,88.5,91.7,82.0,88.7,1
Q00005716,C00072405,A067,2025-03-30,93.0,91.4,93.3,100.0,1
Q00005717,C00062154,A058,2025-02-28,94.0,100.0,92.2,98.4,1
Q00005718,C00026861,A026,2025-01-13,86.0,91.3,86.6,83.0,1
Q00005719,C00013153,A013,2025-01-30,78.6,72.6,86.0,78.4,0
Q00005720,C00017300,A017,2025-02-18,89.8,89.1,90.7,90.9,1
Q00005721,C00038688,A036,2025-01-30,94.3,93.8,95.4,87.5,1
Q00005722,C00035885,A033,2025-03-27,85.1,92.5,89.7,95.3,1
Q00005723,C00066914,A063,2025-01-13,88.0,83.4,84.5,84.8,1
Q00005724,C00028810,A027,2025-02-24,81.1,74.2,83.9,75.8,0
Q00005725,C00076139,A071,2025-01-14,88.3,84.5,89.4,91.6,1
Q00005726,C00018658,A018,2025-03-27,72.7,77.8,74.0,69.9,0
Q00005727,C00044273,A041,2025-01-14,75.5,78.0,75.3,77.0,0
Q00005728,C00011386,A011,2025-02-16,83.0,94.1,84.9,83.2,1
Q00005729,C00043232,A039,2025-04-04,82.5,86.3,83.0,84.3,1
Q00005730,C00076404,A071,2025-01-31,63.6,68.0,55.1,77.9,0
Q00005731,C00014620,A014,2025-04-02,93.5,91.4,86.0,100.0,1
Q00005732,C00028772,A027,2025-02-26,87.0,84.8,76.9,97.2,1
Q00005733,C00069707,A065,2025-02-07,82.0,83.8,78.2,83.8,1
Q00005734,C00027583,A026,2025-03-01,93.9,93.9,88.7,93.3,1
Q00005735,C00040704,A038,2025-01-17,81.7,77.4,87.2,78.7,1
Q00005736,C00047087,A043,2025-03-16,95.5,100.0,91.5,89.8,1
Q00005737,C00056647,A052,2025-04-03,83.9,87.1,77.9,99.6,1
Q00005738,C00026913,A026,2025-01-17,90.2,88.6,91.9,98.5,1
Q00005739,C00078123,A072,2025-03-11,92.8,87.5,100.0,100.0,1
Q00005740,C00074139,A069,2025-02-04,99.1,98.0,100.0,94.9,1
Q00005741,C00010607,A010,2025-03-09,86.2,93.9,82.9,82.2,1
Q00005742,C00010937,A011,2025-01-08,89.4,89.7,70.8,76.8,1
Q00005743,C00044588,A041,2025-02-11,86.1,85.6,94.2,89.1,1
Q00005744,C00058304,A054,2025-03-06,77.0,80.7,77.0,71.1,0
Q00005745,C00013801,A014,2025-01-05,81.2,83.8,79.6,78.4,1
Q00005746,C00027897,A026,2025-03-23,99.6,100.0,94.1,100.0,1
Q00005747,C00052437,A049,2025-02-01,89.3,93.0,93.7,84.6,1
Q00005748,C00029084,A027,2025-03-16,84.3,87.1,71.7,84.7,1
Q00005749,C00066626,A062,2025-03-20,84.1,76.8,93.3,75.7,1
Q00005750,C00071703,A067,2025-01-24,100.0,95.5,98.8,100.0,1
Q00005751,C00067490,A063,2025-02-22,89.8,83.7,93.2,83.9,1
Q00005752,C00020511,A020,2025-03-13,88.1,82.3,82.5,87.2,1
Q00005753,C00031545,A030,2025-01-12,86.8,86.9,79.8,83.8,1
Q00005754,C00074177,A069,2025-02-11,80.9,80.8,97.1,72.5,1
Q00005755,C00068990,A064,2025-03-04,94.1,96.8,95.8,88.8,1
Q00005756,C00020260,A020,2025-02-18,84.9,83.8,84.4,87.8,1
Q00005757,C00019572,A019,2025-03-11,85.5,85.1,85.6,90.5,1
Q00005758,C00025211,A024,2025-02-11,79.9,71.9,77.4,84.1,0
Q00005759,C00064921,A060,2025-04-09,88.7,85.9,85.9,86.3,1
Q00005760,C00078015,A072,2025-03-02,88.0,91.7,83.6,84.4,1
Q00005761,C00055405,A051,2025-03-20,82.2,83.4,95.7,80.8,1
Q00005762,C00039458,A036,2025-03-26,75.5,67.3,81.2,74.5,0
Q00005763,C00016235,A016,2025-02-21,79.3,82.6,78.8,58.6,0
Q00005764,C00068003,A063,2025-03-28,85.9,89.1,89.8,88.4,1
Q00005765,C00054927,A051,2025-02-08,83.9,87.5,93.8,78.8,1
Q00005766,C00058721,A055,2025-01-17,80.0,89.4,87.8,75.1,0
Q00005767,C00023300,A022,2025-03-24,87.7,83.1,86.0,96.2,1
Q00005768,C00005993,A006,2025-03-19,77.5,84.9,66.9,74.8,0
Q00005769,C00003057,A003,2025-03-26,80.9,77.8,83.2,83.6,1
Q00005770,C00051140,A048,2025-01-09,89.5,87.3,88.6,97.1,1
Q00005771,C00020697,A020,2025-03-28,86.8,82.6,90.2,79.4,1
Q00005772,C00064432,A060,2025-02-28,89.5,91.6,89.1,98.7,1
Q00005773,C00026046,A025,2025-02-03,94.3,93.9,87.5,90.1,1
Q00005774,C00074956,A070,2025-01-20,88.8,79.1,90.6,80.1,1
Q00005775,C00081323,A075,2025-01-23,86.0,81.2,89.7,84.8,1
Q00005776,C00051936,A048,2025-04-05,85.6,81.7,78.4,84.6,1
Q00005777,C00056856,A053,2025-01-18,91.4,92.6,90.0,89.6,1
Q00005778,C00070108,A065,2025-03-14,81.5,81.0,71.5,88.0,1
Q00005779,C00034222,A032,2025-02-08,86.7,88.2,87.7,84.2,1
Q00005780,C00060233,A056,2025-03-09,90.3,90.4,84.6,94.3,1
Q00005781,C00046086,A042,2025-04-05,80.8,84.2,75.3,74.2,1
Q00005782,C00053932,A050,2025-02-22,92.9,76.5,92.4,89.5,1
Q00005783,C00009129,A009,2025-02-12,90.4,94.2,100.0,80.2,1
Q00005784,C00062066,A058,2025-02-24,85.5,83.0,86.4,73.6,1
Q00005785,C00079467,A073,2025-03-24,92.9,91.1,97.1,91.1,1
Q00005786,C00076033,A071,2025-01-09,77.9,76.3,77.8,72.9,0
Q00005787,C00066723,A062,2025-04-02,82.5,79.8,80.5,78.9,1
Q00005788,C00013970,A014,2025-01-30,81.4,79.4,85.2,90.2,1
Q00005789,C00057835,A054,2025-01-27,79.7,98.5,89.0,72.9,0
Q00005790,C00063409,A059,2025-03-20,87.0,87.1,94.9,83.5,1
Q00005791,C00066672,A062,2025-03-27,89.9,96.8,89.4,88.0,1
Q00005792,C00079757,A074,2025-01-15,100.0,100.0,100.0,100.0,1
Q00005793,C00048684,A045,2025-02-16,86.3,85.2,87.1,96.0,1
Q00005794,C00007256,A007,2025-03-24,72.8,61.4,70.5,60.5,0
Q00005795,C00037058,A034,2025-03-31,72.0,71.0,67.6,79.1,0
Q00005796,C00022669,A022,2025-02-03,88.9,87.6,92.6,77.2,1
Q00005797,C00015464,A015,2025-04-05,94.7,88.5,96.4,100.0,1
Q00005798,C00051147,A048,2025-01-15,76.1,78.7,73.3,83.3,0
Q00005799,C00061594,A058,2025-01-14,82.6,87.4,81.5,92.3,1
Q00005800,C00060832,A057,2025-02-05,76.5,83.0,83.9,69.4,0
Q00005801,C00061556,A058,2025-01-18,83.9,77.8,68.5,84.3,1
Q00005802,C00076930,A071,2025-03-14,82.5,73.4,77.7,99.0,0
Q00005803,C00073604,A068,2025-03-22,75.6,70.5,71.9,75.9,0
Q00005804,C00027681,A026,2025-03-10,89.2,94.7,96.6,100.0,1
Q00005805,C00053276,A050,2025-01-04,88.3,88.7,81.6,83.9,1
Q00005806,C00073829,A069,2025-01-14,79.4,87.2,76.3,72.1,0
Q00005807,C00018819,A019,2025-01-06,88.1,97.2,92.7,88.2,1
Q00005808,C00005289,A006,2025-01-17,89.9,90.3,83.3,91.9,1
Q00005809,C00006469,A007,2025-01-23,81.7,76.5,78.7,79.3,1
Q00005810,C00009404,A009,2025-03-12,84.5,90.2,88.1,79.5,1
Q00005811,C00029464,A028,2025-01-08,80.2,76.1,76.7,79.9,1
Q00005812,C00036557,A034,2025-02-26,88.4,86.6,84.4,91.2,1
Q00005813,C00047314,A043,2025-04-09,83.7,93.0,86.9,74.0,1
Q00005814,C00013727,A013,2025-04-02,96.4,100.0,98.8,100.0,1
Q00005815,C00067185,A063,2025-02-04,89.2,94.7,87.5,76.7,1
Q00005816,C00067381,A063,2025-02-14,93.8,97.7,100.0,98.4,1
Q00005817,C00037351,A035,2025-01-23,88.2,88.0,83.3,86.3,1
Q00005818,C00051924,A048,2025-04-04,85.6,81.3,97.2,90.4,1
Q00005819,C00000115,A001,2025-01-17,88.8,91.0,94.6,76.1,1
Q00005820,C00002869,A003,2025-03-10,92.5,85.4,87.4,82.8,1
Q00005821,C00035284,A033,2025-01-24,100.0,100.0,100.0,99.1,1
Q00005822,C00063719,A060,2025-01-12,89.5,93.2,86.1,84.7,1
Q00005823,C00028800,A027,2025-02-25,87.9,87.3,92.0,97.1,1
Q00005824,C00070030,A065,2025-03-11,89.8,93.9,89.9,96.2,1
Q00005825,C00078935,A073,2025-02-05,93.4,97.7,90.1,92.9,1
Q00005826,C00043880,A040,2025-03-03,75.9,68.8,70.9,60.6,0
Q00005827,C00021131,A021,2025-01-22,88.2,86.0,80.4,81.0,1
Q00005828,C00045719,A042,2025-03-07,68.9,67.5,62.3,62.4,0
Q00005829,C00001222,A002,2025-01-20,84.4,90.8,70.4,90.5,1
Q00005830,C00039246,A036,2025-03-08,89.5,96.4,89.2,84.2,1
Q00005831,C00030070,A028,2025-02-27,93.1,94.6,97.4,86.8,1
Q00005832,C00052144,A049,2025-01-22,76.4,75.6,83.6,84.2,0
Q00005833,C00026128,A025,2025-02-12,85.2,85.9,87.9,76.1,1
Q00005834,C00004270,A005,2025-01-13,83.4,89.4,80.2,87.9,1
Q00005835,C00028044,A026,2025-03-30,83.1,95.0,74.7,78.0,1
Q00005836,C00003503,A004,2025-01-24,79.8,78.1,70.1,85.2,0
Q00005837,C00063252,A059,2025-03-03,89.7,89.7,92.8,87.7,1
Q00005838,C00055473,A051,2025-03-27,94.1,97.2,90.7,95.5,1
Q00005839,C00013558,A013,2025-03-16,90.2,95.9,80.4,98.3,1
Q00005840,C00000619,A001,2025-03-03,81.4,85.8,85.9,81.7,1
Q00005841,C00028996,A027,2025-03-05,92.9,94.8,97.2,95.6,1
Q00005842,C00027791,A026,2025-03-21,89.8,95.5,88.2,95.7,1
Q00005843,C00006267,A007,2025-01-16,81.3,77.7,82.4,76.7,1
Q00005844,C00024981,A024,2025-01-19,97.2,98.6,95.1,100.0,1
Q00005845,C00054781,A051,2025-01-22,95.2,100.0,90.0,94.8,1
Q00005846,C00007726,A008,2025-01-24,76.7,85.5,73.3,81.3,0
Q00005847,C00022360,A022,2025-01-12,87.5,91.4,97.1,78.6,1
Q00005848,C00006831,A007,2025-02-23,87.8,96.3,85.3,91.5,1
Q00005849,C00082064,A075,2025-03-14,99.5,92.1,93.0,93.5,1
Q00005850,C00016528,A016,2025-03-18,93.3,93.5,98.4,76.2,1
Q00005851,C00080117,A074,2025-02-02,78.2,77.7,77.1,83.6,0
Q00005852,C00025871,A025,2025-01-18,85.5,90.4,80.1,80.6,1
Q00005853,C00070555,A066,2025-01-20,80.6,74.8,83.0,74.3,0
Q00005854,C00006940,A007,2025-03-03,84.0,81.6,89.4,80.0,1
Q00005855,C00074693,A069,2025-04-02,85.7,74.3,82.3,94.6,0
Q00005856,C00079573,A073,2025-03-26,75.9,72.0,89.7,76.0,0
Q00005857,C00054131,A050,2025-03-09,94.4,92.1,86.9,92.1,1
Q00005858,C00053419,A050,2025-01-17,83.8,86.4,93.0,83.5,1
Q00005859,C00051122,A048,2025-01-07,88.3,82.6,90.9,90.9,1
Q00005860,C00048574,A045,2025-02-11,84.9,86.6,87.8,76.6,1
Q00005861,C00009987,A010,2025-01-26,89.9,90.0,87.4,94.3,1
Q00005862,C00042450,A039,2025-02-15,85.4,82.9,90.8,89.6,1
Q00005863,C00028140,A027,2025-01-12,96.5,96.2,98.6,91.4,1
Q00005864,C00021045,A021,2025-01-19,86.5,84.3,81.6,84.1,1
Q00005865,C00032994,A031,2025-02-11,73.2,68.5,78.2,80.7,0
Q00005866,C00040510,A037,2025-04-04,80.4,84.1,75.0,80.7,1
Q00005867,C00021233,A021,2025-02-03,85.7,86.3,81.5,86.9,1
Q00005868,C00027848,A026,2025-03-15,97.8,100.0,95.5,100.0,1
Q00005869,C00026747,A025,2025-04-04,88.7,79.3,88.0,99.0,1
Q00005870,C00048590,A045,2025-02-11,88.1,85.9,86.1,93.4,1
Q00005871,C00014595,A014,2025-04-05,84.2,77.1,84.2,86.4,1
Q00005872,C00025803,A025,2025-01-08,83.9,88.0,92.8,90.3,1
Q00005873,C00027138,A026,2025-01-23,85.6,89.7,95.4,88.1,1
Q00005874,C00066929,A063,2025-01-10,81.6,84.6,82.5,86.6,1
Q00005875,C00057047,A053,2025-02-13,72.8,73.6,67.9,65.6,0
Q00005876,C00062349,A058,2025-03-13,88.4,85.1,90.6,87.7,1
Q00005877,C00010950,A011,2025-01-08,86.1,87.3,95.3,89.1,1
Q00005878,C00024732,A023,2025-03-21,84.3,84.3,79.6,79.7,1
Q00005879,C00062161,A058,2025-03-04,79.1,83.4,85.6,76.6,0
Q00005880,C00004146,A004,2025-04-05,91.5,87.4,95.4,82.3,1
Q00005881,C00024543,A023,2025-03-10,94.8,98.7,99.1,89.9,1
Q00005882,C00036708,A034,2025-03-03,88.8,92.2,87.2,93.0,1
Q00005883,C00024405,A023,2025-03-05,87.4,85.7,82.2,91.0,1
Q00005884,C00003004,A003,2025-03-20,81.9,83.1,85.4,85.9,1
Q00005885,C00047278,A043,2025-04-02,90.1,99.4,94.6,97.9,1
Q00005886,C00076712,A071,2025-02-26,93.7,94.9,99.4,83.1,1
Q00005887,C00064752,A060,2025-03-24,88.1,81.1,85.9,98.1,1
Q00005888,C00055412,A051,2025-03-23,90.0,92.3,83.2,90.9,1
Q00005889,C00034464,A032,2025-02-22,84.0,82.9,79.2,90.3,1
Q00005890,C00005602,A006,2025-02-18,86.6,89.0,70.2,81.9,1
Q00005891,C00018073,A018,2025-01-29,87.7,85.5,86.6,88.7,1
Q00005892,C00039262,A036,2025-03-12,80.5,85.0,76.7,86.0,1
Q00005893,C00046870,A043,2025-02-24,87.3,86.3,88.5,93.8,1
Q00005894,C00053481,A050,2025-01-16,84.8,85.8,83.6,79.7,1
Q00005895,C00004728,A005,2025-02-21,77.1,70.7,66.8,68.7,0
Q00005896,C00039569,A036,2025-03-29,86.7,82.4,84.7,80.8,1
Q00005897,C00013932,A014,2025-01-19,69.7,57.5,66.2,62.8,0
Q00005898,C00008526,A008,2025-03-19,74.6,67.3,75.8,69.1,0
Q00005899,C00074888,A070,2025-01-14,85.6,82.6,88.6,100.0,1
Q00005900,C00062667,A058,2025-04-02,80.8,88.5,92.2,81.6,1
Q00005901,C00078256,A072,2025-03-16,99.8,98.9,100.0,100.0,1
Q00005902,C00012294,A012,2025-02-06,90.4,96.8,89.4,81.5,1
Q00005903,C00012751,A012,2025-03-28,85.2,81.7,79.6,90.2,1
Q00005904,C00014216,A014,2025-02-22,88.3,89.4,81.8,97.3,1
Q00005905,C00041694,A038,2025-03-21,83.0,79.6,81.4,68.9,1
Q00005906,C00016751,A016,2025-04-05,87.1,85.3,91.5,92.2,1
Q00005907,C00017502,A017,2025-03-07,95.8,95.7,98.9,100.0,1
Q00005908,C00036271,A034,2025-02-05,82.9,75.9,79.6,83.4,1
Q00005909,C00047779,A044,2025-02-15,89.4,99.6,91.9,95.1,1
Q00005910,C00042289,A039,2025-02-04,93.5,93.3,86.6,96.3,1
Q00005911,C00002308,A003,2025-01-31,80.8,77.6,69.8,82.6,1
Q00005912,C00075254,A070,2025-02-16,89.6,85.0,87.0,97.4,1
